"numeroAnexo","descAnexo","item","cest","ncms","descricao"
"Anexo XVIII","Produtos alimentícios","102.0","1710200","[""17019100""]","Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","102.1","1710201","[""17019100""]","Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","102.2","1710202","[""170191""]","Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","103.0","1710300","[""17011"",""17019900""]","Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","103.1","1710301","[""17011"",""17019900""]","Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","103.2","1710302","[""17011"",""17019900""]","Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","104.0","1710400","[""17019100""]","Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","104.1","1710401","[""17019100""]","Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","104.2","1710402","[""17019100""]","Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","105.0","1710500","[""1702""]","Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g"
"Anexo XVIII","Produtos alimentícios","105.1","1710501","[""1702""]","Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg"
"Anexo XVIII","Produtos alimentícios","105.2","1710502","[""1702""]","Outros açúcares, em embalagens de conteúdo superior a 5 kg"
"Anexo XVIII","Produtos alimentícios","106.0","1710600","[""20081900""]","Milho para pipoca (micro-ondas)"
"Anexo XVIII","Produtos alimentícios","107.0","1710700","[""21011""]","Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g"
"Anexo XVIII","Produtos alimentícios","108.0","1710800","[""210120""]","Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá"
"Anexo XVIII","Produtos alimentícios","109.0","1710900","[""19019090"",""21011190"",""21011200""]","Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g"
"Anexo XVIII","Produtos alimentícios","110.0","1711000","[""22021000""]","Refrescos e outras bebidas prontas para beber à base de chá e mate"
"Anexo XVIII","Produtos alimentícios","111.0","1711100","[""22021000""]","Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00"
"Anexo XVIII","Produtos alimentícios","112.0","171120","[""22029000""]","Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos"
"Anexo XVIII","Produtos alimentícios","113.0","1711300","[""210120"",""22029000""]","Bebidas prontas à base de mate ou chá"
"Anexo XVIII","Produtos alimentícios","114.0","1711400","[""22029000""]","Bebidas prontas à base de café"
"Anexo XVIII","Produtos alimentícios","115.0","1711500","[""22029000""]","Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas"
"Anexo XX","Produtos de papelaria","1.0","1900100","[""32131000""]","Tinta guache"
"Anexo XX","Produtos de papelaria","2.0","1900200","[""39162000""]","Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914"
"Anexo XX","Produtos de papelaria","3.0","1900300","[""39161000"",""391690""]","Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914"
"Anexo XX","Produtos de papelaria","4.0","1900400","[""39261000""]","Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos"
"Anexo XX","Produtos de papelaria","5.0","1900500","[""42021"",""42029""]","Maletas e pastas para documentos e de estudante, e artefatos semelhantes"
"Anexo XX","Produtos de papelaria","5.1","1900501","[""42021"",""42029""]","Baús, malas e maletas para viagem"
"Anexo XX","Produtos de papelaria","6.0","1900600","[""39269090""]","Prancheta de plástico"
"Anexo XX","Produtos de papelaria","7.0","1900700","[""48022090"",""48119090""]","Bobina para fax"
"Anexo XX","Produtos de papelaria","8.0","1900800","[""4802549""]","Papel seda"
"Anexo XX","Produtos de papelaria","9.0","1900900","[""48025499"",""48025799"",""48162000""]","Bobina para máquina de calcular, PDV ou equipamentos similares"
"Anexo XX","Produtos de papelaria","10.0","1901000","[""4802569"",""4802579"",""4802589""]","""Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico"""
"Anexo XX","Produtos de papelaria","11.0","1901100","[""37031010"",""37031029"",""37032000"",""37039010"",""37040000"",""48022000""]","Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela"
"Anexo XX","Produtos de papelaria","12.0","1901200","[""48101390""]","Papel almaço"
"Anexo XX","Produtos de papelaria","13.0","1901300","[""48169010""]","Papel hectográfico"
"Anexo XX","Produtos de papelaria","14.0","1901400","[""39202019""]","Papel celofane e tipo celofane"
"Anexo XX","Produtos de papelaria","15.0","1901500","[""48062000""]","Papel impermeável"
"Anexo XX","Produtos de papelaria","16.0","1901600","[""48081000""]","Papel crepon"
"Anexo XX","Produtos de papelaria","17.0","1901700","[""48102290""]","Papel fantasia"
"Anexo XX","Produtos de papelaria","18.0","1901800","[""4809"",""4816""]","Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas"
"Anexo XX","Produtos de papelaria","19.0","1901900","[""4817""]","Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência"
"Anexo XX","Produtos de papelaria","20.0","1902000","[""48201000""]","Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes"
"Anexo XX","Produtos de papelaria","21.0","1902100","[""48202000""]","Cadernos"
"Anexo XX","Produtos de papelaria","22.0","1902200","[""48203000""]","Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos"
"Anexo XX","Produtos de papelaria","23.0","1902300","[""48204000""]","""Formulários em blocos tipo """"manifold"""", mesmo com folhas intercaladas de papel-carbono"""
"Anexo XX","Produtos de papelaria","24.0","1902400","[""48205000""]","Álbuns para amostras ou para coleções"
"Anexo XX","Produtos de papelaria","25.0","1902500","[""48209000""]","Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão"
"Anexo XX","Produtos de papelaria","26.0","1902600","[""49090000""]","Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)"
"Anexo XX","Produtos de papelaria","27.0","1902700","[""96081000""]","Canetas esferográficas"
"Anexo XX","Produtos de papelaria","28.0","1902800","[""96082000""]","Canetas e marcadores, com ponta de feltro ou com outras pontas porosas"
"Anexo XX","Produtos de papelaria","29.0","1902900","[""96083000""]","Canetas tinteiro"
"Anexo XX","Produtos de papelaria","30.0","1903000","[""9608""]","""Outras canetas; sortidos de canetas"""
"Anexo XX","Produtos de papelaria","31.0","1903100","[""480256""]","""Papel cortado """"cutsize"""" (tipo A3, A4, ofício I e II, carta e outros)"""
"Anexo XX","Produtos de papelaria","32.0","1903200","[""52105990""]","Papel camurça"
"Anexo XX","Produtos de papelaria","33.0","1903300","[""76071190""]","Papel laminado e papel espelho"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","1.0","2000100","[""12119090""]","Henna (embalagens de conteúdo inferior ou igual a 200 g)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","1.1","2000101","[""12119090""]","Henna (embalagens de conteúdo superior a 200 g)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","2.0","2000200","[""27121000""]","Vaselina"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","3.0","2000300","[""28142000""]","Amoníaco em solução aquosa (amônia)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","4.0","2000400","[""28470000""]","Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","5.0","2000500","[""30067000""]","Lubrificação íntima"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","6.0","2000600","[""3301""]","""Óleos essenciais (desterpenados ou não), incluídos os chamados """"concretos"""" ou """"absolutos""""; resinóides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas portratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml"""
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","7.0","2000700","[""33030010""]","Perfumes (extratos)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","8.0","2000800","[""33030020""]","Águas-de-colônia"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","9.0","2000900","[""33041000""]","Produtos de maquilagem para os lábios"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","10.0","2001000","[""33042010""]","Sombra, delineador, lápis para sobrancelhas e rímel"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","11.0","2001100","[""33042090""]","Outros produtos de maquilagem para os olhos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","12.0","2001200","[""33043000""]","Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","13.0","2001300","[""33049100""]","Pós, incluídos os compactos, para maquilagem"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","14.0","2001400","[""33049910""]","Cremes de beleza, cremes nutritivos e loções tônicas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","15.0","2001500","[""33049990""]","Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antisolares"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","16.0","2001600","[""33049990""]","Preparações solares e antisolares"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","17.0","2001700","[""33051000""]","Xampus para o cabelo"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","18.0","2001800","[""33052000""]","Preparações para ondulação ou alisamento, permanentes, dos cabelos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","19.0","2001900","[""33053000""]","Laquês para o cabelo"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","20.0","2002000","[""33059000""]","Outras preparações capilares, incluindo máscaras e finalizadores"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","21.0","2002100","[""33059000""]","Condicionadores"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","22.0","2002200","[""33059000""]","Tintura para o cabelo"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","23.0","2002300","[""33061000""]","Dentifrícios"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","24.0","2002400","[""33062000""]","Fios utilizados para limpar os espaços interdentais (fios dentais)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","25.0","2002500","[""33069000""]","Outras preparações para higiene bucal ou dentária"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","26.0","2002600","[""33071000""]","Preparações para barbear (antes, durante ou após)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","27.0","2002700","[""33072010""]","Desodorantes (desodorizantes) corporais líquidos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","28.0","2002800","[""33072010""]","Antiperspirantes líquidos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","29.0","2002900","[""33072090""]","Outros desodorantes (desodorizantes) corporais"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","30.0","2003000","[""33072090""]","Outros antiperspirantes"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","31.0","2003100","[""33073000""]","Sais perfumados e outras preparações para banhos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","32.0","2003200","[""33079000""]","Outros produtos de perfumaria preparados"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","32.1","2003201","[""33079000""]","Outros produtos de toucador preparados"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","33.0","2003300","[""33079000""]","Soluções para lentes de contato ou para olhos artificiais"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","34.0","2003400","[""34011190""]","Sabões de toucador em barras, pedaços ou figuras moldados"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","35.0","2003500","[""34011900""]","Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados, inclusive lenços umedecidos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","36.0","2003600","[""34012010""]","Sabões de toucador sob outras formas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","37.0","2003700","[""34013000""]","Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","38.0","2003800","[""40149010""]","Bolsa para gelo ou para água quente"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","39.0","2003900","[""40149090""]","Chupetas e bicos para mamadeiras e para chupetas, de borracha"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","40.0","2004000","[""39249000 39269040"",""39269090""]","Chupetas e bicos para mamadeiras e para chupetas, de silicone"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","41.0","2004100","[""42021""]","Malas e maletas de toucador"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","42.0","2004200","[""48181000""]","Papel higiênico - folha simples"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","43.0","2004300","[""48181000""]","Papel higiênico - folha dupla e tripla"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","44.0","2004400","[""48182000""]","Lenços (incluídos os de maquilagem) e toalhas de mão"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","45.0","2004500","[""48182000""]","Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","46.0","2004600","[""48183000""]","Toalhas e guardanapos de mesa"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","47.0","2004700","[""48189090""]","Toalhas de cozinha (papel toalha de uso doméstico)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","48.0","2004800","[""96190000""]","Fraldas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","49.0","2004900","[""96190000""]","Tampões higiênicos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","50.0","2005000","[""96190000""]","Absorventes higiênicos externos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","51.0","2005100","[""56012190""]","Hastes flexíveis (uso não medicinal)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","52.0","2005200","[""56039290""]","Sutiã descartável, assemelhados e papel para depilação"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","53.0","2005300","[""82032090""]","Pinças para sobrancelhas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","54.0","2005400","[""82141000""]","Espátulas (artigos de cutelaria)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","55.0","2005500","[""82142000""]","Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas)"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","56.0","2005600","[""90251110"",""90251990""]","Termômetros, inclusive o digital"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","57.0","2005700","[""96032""]","Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","58.0","2005800","[""96032100""]","Escovas de dentes, incluídas as escovas para dentaduras"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","59.0","2005900","[""96033000""]","Pincéis para aplicação de produtos cosméticos"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","60.0","2006000","[""96050000""]","Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","61.0","2006100","[""9615""]","""Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes"""
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","62.0","2006200","[""96162000""]","Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","63.0","2006300","[""39233000"",""39249000"",""39241000"",""40149090 70102000""]","Mamadeiras"
"Anexo XXI","Produtos de perfumaria e de higiene pessoal e cosméticos","64.0","2006400","[""82121020 82122010""]","Aparelhos e lâminas de barbear"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","1.0","2100100","[""73211100"",""73218100 73219000""]","Fogões de cozinha de uso doméstico e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","2.0","2100200","[""84181000""]","""Combinações de refrigeradores e congeladores (""""freezers""""), munidos de portas exteriores separadas"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","3.0","2100300","[""84182100""]","Refrigeradores do tipo doméstico, de compressão"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","4.0","2100400","[""84182900""]","Outros refrigeradores do tipo doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","5.0","2100500","[""84183000""]","""Congeladores (""""freezers"""") horizontais tipo arca, de capacidade não superior a 800 litros"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","6.0","2100600","[""84184000""]","""Congeladores (""""freezers"""") verticais tipo armário, de capacidade não superior a 900 litros"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","7.0","2100700","[""841850""]","Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","8.0","2100800","[""8418699""]","Mini adega e similares"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","9.0","2100900","[""84186999""]","Máquinas para produção de gelo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","10.0","2101000","[""84189900""]","Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","11.0","2101100","[""842112""]","Secadoras de roupa de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","12.0","2101200","[""84211990""]","Outras secadoras de roupas e centrífugas de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","13.0","2101300","[""84186931""]","Bebedouros refrigerados para água"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","14.0","2101400","[""84219""]","Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00, 21.012.00 e 21.098.00"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","15.0","2101500","[""84221100 84229010""]","Máquinas de lavar louça do tipo doméstico e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","16.0","2101600","[""844331""]","Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","17.0","2101700","[""844332""]","Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","18.0","2101800","[""84439""]","""Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","19.0","2101900","[""84501100""]","Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","20.0","2102000","[""84501200""]","Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","21.0","2102100","[""84501900""]","Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","22.0","2102200","[""845020""]","Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","23.0","2102300","[""845090""]","Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","24.0","2102400","[""84512100""]","Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","25.0","2102500","[""84512990""]","Outras máquinas de secar de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","26.0","2102600","[""845190""]","Partes de máquinas de secar de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","27.0","2102700","[""84521000""]","Máquinas de costura de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","28.0","2102800","[""847130""]","Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","29.0","2102900","[""84714""]","Outras máquinas automáticas para processamento de dados"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","30.0","2103000","[""84715010""]","""Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída;baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (""""slots""""), e valor FOB inferior ou igual a US$ 12.500,00, por unidade"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","31.0","2103100","[""8471605""]","Unidades de entrada, exceto as classificadas no código 8471.60.54"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","32.0","2103200","[""84716090""]","Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","33.0","2103300","[""847170""]","Unidades de memória"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","34.0","2103400","[""847190""]","""Outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","35.0","2103500","[""847330""]","Partes e acessórios das máquinas da posição 84.71"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","36.0","2103600","[""85043""]","Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","37.0","2103700","[""85044010""]","Carregadores de acumuladores"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","38.0","2103800","[""85044040""]","""Equipamentos de alimentação ininterrupta de energia (UPS ou """"no break"""")"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","39.0","2103900","[""85078000""]","Outros acumuladores"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","40.0","2104000","[""8508""]","Aspiradores"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","41.0","2104100","[""8509""]","Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","42.0","2104200","[""85098010""]","Enceradeiras"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","43.0","2104300","[""85161000""]","Chaleiras elétricas"
